_id,co_reg_geo,no_reg_geo,ano,variavel,saude_categoria,saude_subcategoria,valor
341,2.0,Nordeste,2008,Profissionais de Saúde,Radiologista,Total,1626.0
342,2.0,Nordeste,2008,Profissionais de Saúde,Sanitarista,Total,47.0
343,2.0,Nordeste,2009,Profissionais de Saúde,Anestesista,Total,3270.0
344,2.0,Nordeste,2009,Profissionais de Saúde,Assistente Social,Total,4789.0
345,2.0,Nordeste,2009,Profissionais de Saúde,Bioquímico/farmacêutico,Total,7085.0
346,2.0,Nordeste,2009,Profissionais de Saúde,Cirurgião Geral,Total,5215.0
347,2.0,Nordeste,2009,Profissionais de Saúde,Clínico Geral,Total,14238.0
348,2.0,Nordeste,2009,Profissionais de Saúde,Enfermeiro,Total,29548.0
349,2.0,Nordeste,2009,Profissionais de Saúde,Fisioterapeuta,Total,7889.0
350,2.0,Nordeste,2009,Profissionais de Saúde,Fonoaudiólogo,Total,2216.0
351,2.0,Nordeste,2009,Profissionais de Saúde,Gineco Obstetra,Total,2376.0
352,2.0,Nordeste,2009,Profissionais de Saúde,Médico de Família,Total,6031.0
353,2.0,Nordeste,2009,Profissionais de Saúde,Nutricionista,Total,3078.0
354,2.0,Nordeste,2009,Profissionais de Saúde,Odontólogo,Total,20197.0
355,2.0,Nordeste,2009,Profissionais de Saúde,Outras especialidades médicas,Total,13713.0
356,2.0,Nordeste,2009,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,4359.0
357,2.0,Nordeste,2009,Profissionais de Saúde,Pediatra,Total,3061.0
358,2.0,Nordeste,2009,Profissionais de Saúde,Psicólogo,Total,5052.0
359,2.0,Nordeste,2009,Profissionais de Saúde,Psiquiatra,Total,838.0
360,2.0,Nordeste,2009,Profissionais de Saúde,Radiologista,Total,1716.0
361,2.0,Nordeste,2009,Profissionais de Saúde,Sanitarista,Total,47.0
362,2.0,Nordeste,2010,Profissionais de Saúde,Anestesista,Total,3412.0
363,2.0,Nordeste,2010,Profissionais de Saúde,Assistente Social,Total,5283.0
364,2.0,Nordeste,2010,Profissionais de Saúde,Bioquímico/farmacêutico,Total,7521.0
365,2.0,Nordeste,2010,Profissionais de Saúde,Cirurgião Geral,Total,5439.0
366,2.0,Nordeste,2010,Profissionais de Saúde,Clínico Geral,Total,15116.0
367,2.0,Nordeste,2010,Profissionais de Saúde,Enfermeiro,Total,32703.0
368,2.0,Nordeste,2010,Profissionais de Saúde,Fisioterapeuta,Total,9040.0
369,2.0,Nordeste,2010,Profissionais de Saúde,Fonoaudiólogo,Total,2517.0
370,2.0,Nordeste,2010,Profissionais de Saúde,Gineco Obstetra,Total,2441.0
371,2.0,Nordeste,2010,Profissionais de Saúde,Médico de Família,Total,6123.0
372,2.0,Nordeste,2010,Profissionais de Saúde,Nutricionista,Total,3519.0
373,2.0,Nordeste,2010,Profissionais de Saúde,Odontólogo,Total,21197.0
374,2.0,Nordeste,2010,Profissionais de Saúde,Outras especialidades médicas,Total,14328.0
375,2.0,Nordeste,2010,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,5040.0
376,2.0,Nordeste,2010,Profissionais de Saúde,Pediatra,Total,3266.0
377,2.0,Nordeste,2010,Profissionais de Saúde,Psicólogo,Total,5713.0
378,2.0,Nordeste,2010,Profissionais de Saúde,Psiquiatra,Total,904.0
379,2.0,Nordeste,2010,Profissionais de Saúde,Radiologista,Total,1836.0
380,2.0,Nordeste,2010,Profissionais de Saúde,Sanitarista,Total,48.0
381,2.0,Nordeste,2011,Profissionais de Saúde,Anestesista,Total,0.0
382,2.0,Nordeste,2011,Profissionais de Saúde,Assistente Social,Total,5717.0
383,2.0,Nordeste,2011,Profissionais de Saúde,Bioquímico/farmacêutico,Total,7887.0
384,2.0,Nordeste,2011,Profissionais de Saúde,Cirurgião Geral,Total,1772.0
385,2.0,Nordeste,2011,Profissionais de Saúde,Clínico Geral,Total,14992.0
386,2.0,Nordeste,2011,Profissionais de Saúde,Enfermeiro,Total,35524.0
387,2.0,Nordeste,2011,Profissionais de Saúde,Fisioterapeuta,Total,10193.0
388,2.0,Nordeste,2011,Profissionais de Saúde,Fonoaudiólogo,Total,2737.0
389,2.0,Nordeste,2011,Profissionais de Saúde,Gineco Obstetra,Total,3037.0
390,2.0,Nordeste,2011,Profissionais de Saúde,Médico de Família,Total,5792.0
391,2.0,Nordeste,2011,Profissionais de Saúde,Nutricionista,Total,3892.0
392,2.0,Nordeste,2011,Profissionais de Saúde,Odontólogo,Total,22011.0
393,2.0,Nordeste,2011,Profissionais de Saúde,Outras especialidades médicas,Total,16390.0
394,2.0,Nordeste,2011,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,5455.0
395,2.0,Nordeste,2011,Profissionais de Saúde,Pediatra,Total,6376.0
396,2.0,Nordeste,2011,Profissionais de Saúde,Psicólogo,Total,6238.0
397,2.0,Nordeste,2011,Profissionais de Saúde,Psiquiatra,Total,957.0
398,2.0,Nordeste,2011,Profissionais de Saúde,Radiologista,Total,1480.0
399,2.0,Nordeste,2011,Profissionais de Saúde,Sanitarista,Total,70.0
400,2.0,Nordeste,2012,Profissionais de Saúde,Anestesista,Total,0.0
401,2.0,Nordeste,2012,Profissionais de Saúde,Assistente Social,Total,6230.0
402,2.0,Nordeste,2012,Profissionais de Saúde,Bioquímico/farmacêutico,Total,8170.0
403,2.0,Nordeste,2012,Profissionais de Saúde,Cirurgião Geral,Total,1871.0
404,2.0,Nordeste,2012,Profissionais de Saúde,Clínico Geral,Total,15687.0
405,2.0,Nordeste,2012,Profissionais de Saúde,Enfermeiro,Total,38788.0
406,2.0,Nordeste,2012,Profissionais de Saúde,Fisioterapeuta,Total,11305.0
407,2.0,Nordeste,2012,Profissionais de Saúde,Fonoaudiólogo,Total,2941.0
408,2.0,Nordeste,2012,Profissionais de Saúde,Gineco Obstetra,Total,3176.0
409,2.0,Nordeste,2012,Profissionais de Saúde,Médico de Família,Total,5867.0
410,2.0,Nordeste,2012,Profissionais de Saúde,Nutricionista,Total,4343.0
411,2.0,Nordeste,2012,Profissionais de Saúde,Odontólogo,Total,22514.0
412,2.0,Nordeste,2012,Profissionais de Saúde,Outras especialidades médicas,Total,17257.0
413,2.0,Nordeste,2012,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,5919.0
414,2.0,Nordeste,2012,Profissionais de Saúde,Pediatra,Total,6405.0
415,2.0,Nordeste,2012,Profissionais de Saúde,Psicólogo,Total,6913.0
416,2.0,Nordeste,2012,Profissionais de Saúde,Psiquiatra,Total,971.0
417,2.0,Nordeste,2012,Profissionais de Saúde,Radiologista,Total,1558.0
418,2.0,Nordeste,2012,Profissionais de Saúde,Sanitarista,Total,59.0
419,2.0,Nordeste,2013,Profissionais de Saúde,Anestesista,Total,0.0
420,2.0,Nordeste,2013,Profissionais de Saúde,Assistente Social,Total,7107.0
421,2.0,Nordeste,2013,Profissionais de Saúde,Bioquímico/farmacêutico,Total,3792.0
422,2.0,Nordeste,2013,Profissionais de Saúde,Cirurgião Geral,Total,1951.0
423,2.0,Nordeste,2013,Profissionais de Saúde,Clínico Geral,Total,16495.0
424,2.0,Nordeste,2013,Profissionais de Saúde,Enfermeiro,Total,43206.0
425,2.0,Nordeste,2013,Profissionais de Saúde,Fisioterapeuta,Total,12733.0
426,2.0,Nordeste,2013,Profissionais de Saúde,Fonoaudiólogo,Total,3238.0
427,2.0,Nordeste,2013,Profissionais de Saúde,Gineco Obstetra,Total,3303.0
428,2.0,Nordeste,2013,Profissionais de Saúde,Médico de Família,Total,7716.0
429,2.0,Nordeste,2013,Profissionais de Saúde,Nutricionista,Total,5106.0
430,2.0,Nordeste,2013,Profissionais de Saúde,Odontólogo,Total,23380.0
431,2.0,Nordeste,2013,Profissionais de Saúde,Outras especialidades médicas,Total,18483.0
432,2.0,Nordeste,2013,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,6242.0
433,2.0,Nordeste,2013,Profissionais de Saúde,Pediatra,Total,6459.0
434,2.0,Nordeste,2013,Profissionais de Saúde,Psicólogo,Total,7915.0
435,2.0,Nordeste,2013,Profissionais de Saúde,Psiquiatra,Total,1072.0
436,2.0,Nordeste,2013,Profissionais de Saúde,Radiologista,Total,1681.0
437,2.0,Nordeste,2013,Profissionais de Saúde,Sanitarista,Total,52.0
438,2.0,Nordeste,2014,Profissionais de Saúde,Anestesista,Total,0.0
439,2.0,Nordeste,2014,Profissionais de Saúde,Assistente Social,Total,7791.0
440,2.0,Nordeste,2014,Profissionais de Saúde,Bioquímico/farmacêutico,Total,4217.0
441,2.0,Nordeste,2014,Profissionais de Saúde,Cirurgião Geral,Total,1978.0
442,2.0,Nordeste,2014,Profissionais de Saúde,Clínico Geral,Total,17305.0
443,2.0,Nordeste,2014,Profissionais de Saúde,Enfermeiro,Total,47362.0
444,2.0,Nordeste,2014,Profissionais de Saúde,Fisioterapeuta,Total,13900.0
445,2.0,Nordeste,2014,Profissionais de Saúde,Fonoaudiólogo,Total,3502.0
446,2.0,Nordeste,2014,Profissionais de Saúde,Gineco Obstetra,Total,3440.0
447,2.0,Nordeste,2014,Profissionais de Saúde,Médico de Família,Total,9340.0
448,2.0,Nordeste,2014,Profissionais de Saúde,Nutricionista,Total,5629.0
449,2.0,Nordeste,2014,Profissionais de Saúde,Odontólogo,Total,24452.0
450,2.0,Nordeste,2014,Profissionais de Saúde,Outras especialidades médicas,Total,19812.0
451,2.0,Nordeste,2014,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,6669.0
452,2.0,Nordeste,2014,Profissionais de Saúde,Pediatra,Total,6503.0
453,2.0,Nordeste,2014,Profissionais de Saúde,Psicólogo,Total,8699.0
454,2.0,Nordeste,2014,Profissionais de Saúde,Psiquiatra,Total,1101.0
455,2.0,Nordeste,2014,Profissionais de Saúde,Radiologista,Total,1825.0
456,2.0,Nordeste,2014,Profissionais de Saúde,Sanitarista,Total,48.0
457,2.0,Nordeste,2015,Profissionais de Saúde,Anestesista,Total,0.0
458,2.0,Nordeste,2015,Profissionais de Saúde,Assistente Social,Total,8101.0
459,2.0,Nordeste,2015,Profissionais de Saúde,Bioquímico/farmacêutico,Total,4560.0
460,2.0,Nordeste,2015,Profissionais de Saúde,Cirurgião Geral,Total,2015.0
461,2.0,Nordeste,2015,Profissionais de Saúde,Clínico Geral,Total,17111.0
462,2.0,Nordeste,2015,Profissionais de Saúde,Enfermeiro,Total,50370.0
463,2.0,Nordeste,2015,Profissionais de Saúde,Fisioterapeuta,Total,14644.0
464,2.0,Nordeste,2015,Profissionais de Saúde,Fonoaudiólogo,Total,3590.0
465,2.0,Nordeste,2015,Profissionais de Saúde,Gineco Obstetra,Total,3566.0
466,2.0,Nordeste,2015,Profissionais de Saúde,Médico de Família,Total,9624.0
467,2.0,Nordeste,2015,Profissionais de Saúde,Nutricionista,Total,6051.0
468,2.0,Nordeste,2015,Profissionais de Saúde,Odontólogo,Total,24785.0
469,2.0,Nordeste,2015,Profissionais de Saúde,Outras especialidades médicas,Total,20550.0
470,2.0,Nordeste,2015,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,6803.0
471,2.0,Nordeste,2015,Profissionais de Saúde,Pediatra,Total,6373.0
472,2.0,Nordeste,2015,Profissionais de Saúde,Psicólogo,Total,9028.0
473,2.0,Nordeste,2015,Profissionais de Saúde,Psiquiatra,Total,1144.0
474,2.0,Nordeste,2015,Profissionais de Saúde,Radiologista,Total,1954.0
475,2.0,Nordeste,2015,Profissionais de Saúde,Sanitarista,Total,42.0
476,2.0,Nordeste,2016,Profissionais de Saúde,Anestesista,Total,0.0
477,2.0,Nordeste,2016,Profissionais de Saúde,Assistente Social,Total,8467.0
478,2.0,Nordeste,2016,Profissionais de Saúde,Bioquímico/farmacêutico,Total,4917.0
479,2.0,Nordeste,2016,Profissionais de Saúde,Cirurgião Geral,Total,2095.0
480,2.0,Nordeste,2016,Profissionais de Saúde,Clínico Geral,Total,17850.0
481,2.0,Nordeste,2016,Profissionais de Saúde,Enfermeiro,Total,53140.0
482,2.0,Nordeste,2016,Profissionais de Saúde,Fisioterapeuta,Total,15564.0
483,2.0,Nordeste,2016,Profissionais de Saúde,Fonoaudiólogo,Total,3799.0
484,2.0,Nordeste,2016,Profissionais de Saúde,Gineco Obstetra,Total,3649.0
485,2.0,Nordeste,2016,Profissionais de Saúde,Médico de Família,Total,9566.0
486,2.0,Nordeste,2016,Profissionais de Saúde,Nutricionista,Total,6527.0
487,2.0,Nordeste,2016,Profissionais de Saúde,Odontólogo,Total,25181.0
488,2.0,Nordeste,2016,Profissionais de Saúde,Outras especialidades médicas,Total,21723.0
489,2.0,Nordeste,2016,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,7081.0
490,2.0,Nordeste,2016,Profissionais de Saúde,Pediatra,Total,6665.0
491,2.0,Nordeste,2016,Profissionais de Saúde,Psicólogo,Total,9631.0
492,2.0,Nordeste,2016,Profissionais de Saúde,Psiquiatra,Total,1174.0
493,2.0,Nordeste,2016,Profissionais de Saúde,Radiologista,Total,2058.0
494,2.0,Nordeste,2016,Profissionais de Saúde,Sanitarista,Total,37.0
495,2.0,Nordeste,2017,Profissionais de Saúde,Anestesista,Total,0.0
496,2.0,Nordeste,2017,Profissionais de Saúde,Assistente Social,Total,9148.0
497,2.0,Nordeste,2017,Profissionais de Saúde,Bioquímico/farmacêutico,Total,5523.0
498,2.0,Nordeste,2017,Profissionais de Saúde,Cirurgião Geral,Total,2249.0
499,2.0,Nordeste,2017,Profissionais de Saúde,Clínico Geral,Total,18717.0
500,2.0,Nordeste,2017,Profissionais de Saúde,Enfermeiro,Total,57499.0
501,2.0,Nordeste,2017,Profissionais de Saúde,Fisioterapeuta,Total,16850.0
502,2.0,Nordeste,2017,Profissionais de Saúde,Fonoaudiólogo,Total,4133.0
503,2.0,Nordeste,2017,Profissionais de Saúde,Gineco Obstetra,Total,3882.0
504,2.0,Nordeste,2017,Profissionais de Saúde,Médico de Família,Total,9866.0
505,2.0,Nordeste,2017,Profissionais de Saúde,Nutricionista,Total,7289.0
506,2.0,Nordeste,2017,Profissionais de Saúde,Odontólogo,Total,26874.0
507,2.0,Nordeste,2017,Profissionais de Saúde,Outras especialidades médicas,Total,23051.0
508,2.0,Nordeste,2017,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,7680.0
509,2.0,Nordeste,2017,Profissionais de Saúde,Pediatra,Total,6894.0
510,2.0,Nordeste,2017,Profissionais de Saúde,Psicólogo,Total,10625.0
511,2.0,Nordeste,2017,Profissionais de Saúde,Psiquiatra,Total,1234.0
512,2.0,Nordeste,2017,Profissionais de Saúde,Radiologista,Total,2193.0
513,2.0,Nordeste,2017,Profissionais de Saúde,Sanitarista,Total,38.0
514,2.0,Nordeste,2018,Profissionais de Saúde,Anestesista,Total,0.0
515,2.0,Nordeste,2018,Profissionais de Saúde,Assistente Social,Total,9797.0
516,2.0,Nordeste,2018,Profissionais de Saúde,Bioquímico/farmacêutico,Total,6181.0
517,2.0,Nordeste,2018,Profissionais de Saúde,Cirurgião Geral,Total,2292.0
518,2.0,Nordeste,2018,Profissionais de Saúde,Clínico Geral,Total,19282.0
519,2.0,Nordeste,2018,Profissionais de Saúde,Enfermeiro,Total,62063.0
520,2.0,Nordeste,2018,Profissionais de Saúde,Fisioterapeuta,Total,18170.0
521,2.0,Nordeste,2018,Profissionais de Saúde,Fonoaudiólogo,Total,4393.0
522,2.0,Nordeste,2018,Profissionais de Saúde,Gineco Obstetra,Total,4094.0
523,2.0,Nordeste,2018,Profissionais de Saúde,Médico de Família,Total,8466.0
524,2.0,Nordeste,2018,Profissionais de Saúde,Nutricionista,Total,8014.0
525,2.0,Nordeste,2018,Profissionais de Saúde,Odontólogo,Total,27998.0
526,2.0,Nordeste,2018,Profissionais de Saúde,Outras especialidades médicas,Total,24084.0
527,2.0,Nordeste,2018,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,8287.0
528,2.0,Nordeste,2018,Profissionais de Saúde,Pediatra,Total,7078.0
529,2.0,Nordeste,2018,Profissionais de Saúde,Psicólogo,Total,11725.0
530,2.0,Nordeste,2018,Profissionais de Saúde,Psiquiatra,Total,1285.0
531,2.0,Nordeste,2018,Profissionais de Saúde,Radiologista,Total,2404.0
532,2.0,Nordeste,2018,Profissionais de Saúde,Sanitarista,Total,34.0
533,2.0,Nordeste,2019,Profissionais de Saúde,Anestesista,Total,0.0
534,2.0,Nordeste,2019,Profissionais de Saúde,Assistente Social,Total,10224.0
535,2.0,Nordeste,2019,Profissionais de Saúde,Bioquímico/farmacêutico,Total,6718.0
536,2.0,Nordeste,2019,Profissionais de Saúde,Cirurgião Geral,Total,2484.0
537,2.0,Nordeste,2019,Profissionais de Saúde,Clínico Geral,Total,20004.0
538,2.0,Nordeste,2019,Profissionais de Saúde,Enfermeiro,Total,66924.0
539,2.0,Nordeste,2019,Profissionais de Saúde,Fisioterapeuta,Total,19558.0
540,2.0,Nordeste,2019,Profissionais de Saúde,Fonoaudiólogo,Total,4634.0
541,2.0,Nordeste,2019,Profissionais de Saúde,Gineco Obstetra,Total,4248.0
542,2.0,Nordeste,2019,Profissionais de Saúde,Médico de Família,Total,9294.0
543,2.0,Nordeste,2019,Profissionais de Saúde,Nutricionista,Total,8629.0
544,2.0,Nordeste,2019,Profissionais de Saúde,Odontólogo,Total,29281.0
545,2.0,Nordeste,2019,Profissionais de Saúde,Outras especialidades médicas,Total,25503.0
546,2.0,Nordeste,2019,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,8690.0
547,2.0,Nordeste,2019,Profissionais de Saúde,Pediatra,Total,7237.0
548,2.0,Nordeste,2019,Profissionais de Saúde,Psicólogo,Total,12749.0
549,2.0,Nordeste,2019,Profissionais de Saúde,Psiquiatra,Total,1350.0
550,2.0,Nordeste,2019,Profissionais de Saúde,Radiologista,Total,2614.0
551,2.0,Nordeste,2019,Profissionais de Saúde,Sanitarista,Total,26.0
552,2.0,Nordeste,2020,Profissionais de Saúde,Anestesista,Total,0.0
553,2.0,Nordeste,2020,Profissionais de Saúde,Assistente Social,Total,10744.0
554,2.0,Nordeste,2020,Profissionais de Saúde,Bioquímico/farmacêutico,Total,7882.0
555,2.0,Nordeste,2020,Profissionais de Saúde,Cirurgião Geral,Total,2459.0
556,2.0,Nordeste,2020,Profissionais de Saúde,Clínico Geral,Total,23637.0
557,2.0,Nordeste,2020,Profissionais de Saúde,Enfermeiro,Total,75800.0
558,2.0,Nordeste,2020,Profissionais de Saúde,Fisioterapeuta,Total,21348.0
559,2.0,Nordeste,2020,Profissionais de Saúde,Fonoaudiólogo,Total,4633.0
560,2.0,Nordeste,2020,Profissionais de Saúde,Gineco Obstetra,Total,4241.0
561,2.0,Nordeste,2020,Profissionais de Saúde,Médico de Família,Total,9071.0
562,2.0,Nordeste,2020,Profissionais de Saúde,Nutricionista,Total,9047.0
563,2.0,Nordeste,2020,Profissionais de Saúde,Odontólogo,Total,28754.0
564,2.0,Nordeste,2020,Profissionais de Saúde,Outras especialidades médicas,Total,25988.0
565,2.0,Nordeste,2020,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,9129.0
566,2.0,Nordeste,2020,Profissionais de Saúde,Pediatra,Total,7304.0
567,2.0,Nordeste,2020,Profissionais de Saúde,Psicólogo,Total,13196.0
568,2.0,Nordeste,2020,Profissionais de Saúde,Psiquiatra,Total,1388.0
569,2.0,Nordeste,2020,Profissionais de Saúde,Radiologista,Total,2697.0
570,2.0,Nordeste,2020,Profissionais de Saúde,Sanitarista,Total,25.0
571,2.0,Nordeste,2021,Profissionais de Saúde,Anestesista,Total,0.0
572,2.0,Nordeste,2021,Profissionais de Saúde,Assistente Social,Total,11583.0
573,2.0,Nordeste,2021,Profissionais de Saúde,Bioquímico/farmacêutico,Total,9373.0
574,2.0,Nordeste,2021,Profissionais de Saúde,Cirurgião Geral,Total,2445.0
575,2.0,Nordeste,2021,Profissionais de Saúde,Clínico Geral,Total,26349.0
576,2.0,Nordeste,2021,Profissionais de Saúde,Enfermeiro,Total,83512.0
577,2.0,Nordeste,2021,Profissionais de Saúde,Fisioterapeuta,Total,24239.0
578,2.0,Nordeste,2021,Profissionais de Saúde,Fonoaudiólogo,Total,4987.0
579,2.0,Nordeste,2021,Profissionais de Saúde,Gineco Obstetra,Total,4474.0
580,2.0,Nordeste,2021,Profissionais de Saúde,Médico de Família,Total,9327.0
581,2.0,Nordeste,2021,Profissionais de Saúde,Nutricionista,Total,10029.0
582,2.0,Nordeste,2021,Profissionais de Saúde,Odontólogo,Total,30707.0
583,2.0,Nordeste,2021,Profissionais de Saúde,Outras especialidades médicas,Total,27844.0
584,2.0,Nordeste,2021,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,10105.0
585,2.0,Nordeste,2021,Profissionais de Saúde,Pediatra,Total,7538.0
586,2.0,Nordeste,2021,Profissionais de Saúde,Psicólogo,Total,15052.0
587,2.0,Nordeste,2021,Profissionais de Saúde,Psiquiatra,Total,1501.0
588,2.0,Nordeste,2021,Profissionais de Saúde,Radiologista,Total,2897.0
589,2.0,Nordeste,2021,Profissionais de Saúde,Sanitarista,Total,27.0
590,2.0,Nordeste,2022,Profissionais de Saúde,Anestesista,Total,0.0
591,2.0,Nordeste,2022,Profissionais de Saúde,Assistente Social,Total,12296.0
592,2.0,Nordeste,2022,Profissionais de Saúde,Bioquímico/farmacêutico,Total,10573.0
593,2.0,Nordeste,2022,Profissionais de Saúde,Cirurgião Geral,Total,2704.0
594,2.0,Nordeste,2022,Profissionais de Saúde,Clínico Geral,Total,28266.0
595,2.0,Nordeste,2022,Profissionais de Saúde,Enfermeiro,Total,87822.0
596,2.0,Nordeste,2022,Profissionais de Saúde,Fisioterapeuta,Total,26212.0
597,2.0,Nordeste,2022,Profissionais de Saúde,Fonoaudiólogo,Total,5382.0
598,2.0,Nordeste,2022,Profissionais de Saúde,Gineco Obstetra,Total,4710.0
599,2.0,Nordeste,2022,Profissionais de Saúde,Médico de Família,Total,9478.0
600,2.0,Nordeste,2022,Profissionais de Saúde,Nutricionista,Total,11003.0
601,2.0,Nordeste,2022,Profissionais de Saúde,Odontólogo,Total,32627.0
602,2.0,Nordeste,2022,Profissionais de Saúde,Outras especialidades médicas,Total,29264.0
603,2.0,Nordeste,2022,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,10973.0
604,2.0,Nordeste,2022,Profissionais de Saúde,Pediatra,Total,7996.0
605,2.0,Nordeste,2022,Profissionais de Saúde,Psicólogo,Total,16782.0
606,2.0,Nordeste,2022,Profissionais de Saúde,Psiquiatra,Total,1638.0
607,2.0,Nordeste,2022,Profissionais de Saúde,Radiologista,Total,3114.0
608,2.0,Nordeste,2022,Profissionais de Saúde,Sanitarista,Total,28.0
609,3.0,Sudeste,2007,Profissionais de Saúde,Anestesista,Total,6349.0
610,3.0,Sudeste,2007,Profissionais de Saúde,Assistente Social,Total,7445.0
611,3.0,Sudeste,2007,Profissionais de Saúde,Bioquímico/farmacêutico,Total,8919.0
612,3.0,Sudeste,2007,Profissionais de Saúde,Cirurgião Geral,Total,8395.0
613,3.0,Sudeste,2007,Profissionais de Saúde,Clínico Geral,Total,34372.0
614,3.0,Sudeste,2007,Profissionais de Saúde,Enfermeiro,Total,43239.0
615,3.0,Sudeste,2007,Profissionais de Saúde,Fisioterapeuta,Total,14825.0
616,3.0,Sudeste,2007,Profissionais de Saúde,Fonoaudiólogo,Total,5584.0
617,3.0,Sudeste,2007,Profissionais de Saúde,Gineco Obstetra,Total,10602.0
618,3.0,Sudeste,2007,Profissionais de Saúde,Médico de Família,Total,5617.0
619,3.0,Sudeste,2007,Profissionais de Saúde,Nutricionista,Total,3984.0
620,3.0,Sudeste,2007,Profissionais de Saúde,Odontólogo,Total,37407.0
621,3.0,Sudeste,2007,Profissionais de Saúde,Outras especialidades médicas,Total,47355.0
622,3.0,Sudeste,2007,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,9513.0
623,3.0,Sudeste,2007,Profissionais de Saúde,Pediatra,Total,11621.0
624,3.0,Sudeste,2007,Profissionais de Saúde,Psicólogo,Total,12306.0
625,3.0,Sudeste,2007,Profissionais de Saúde,Psiquiatra,Total,3056.0
626,3.0,Sudeste,2007,Profissionais de Saúde,Radiologista,Total,4820.0
627,3.0,Sudeste,2007,Profissionais de Saúde,Sanitarista,Total,373.0
628,3.0,Sudeste,2008,Profissionais de Saúde,Anestesista,Total,7644.0
629,3.0,Sudeste,2008,Profissionais de Saúde,Assistente Social,Total,8420.0
630,3.0,Sudeste,2008,Profissionais de Saúde,Bioquímico/farmacêutico,Total,10037.0
631,3.0,Sudeste,2008,Profissionais de Saúde,Cirurgião Geral,Total,11863.0
632,3.0,Sudeste,2008,Profissionais de Saúde,Clínico Geral,Total,37960.0
633,3.0,Sudeste,2008,Profissionais de Saúde,Enfermeiro,Total,49599.0
634,3.0,Sudeste,2008,Profissionais de Saúde,Fisioterapeuta,Total,18491.0
635,3.0,Sudeste,2008,Profissionais de Saúde,Fonoaudiólogo,Total,6585.0
636,3.0,Sudeste,2008,Profissionais de Saúde,Gineco Obstetra,Total,9821.0
637,3.0,Sudeste,2008,Profissionais de Saúde,Médico de Família,Total,5544.0
638,3.0,Sudeste,2008,Profissionais de Saúde,Nutricionista,Total,5076.0
639,3.0,Sudeste,2008,Profissionais de Saúde,Odontólogo,Total,41813.0
640,3.0,Sudeste,2008,Profissionais de Saúde,Outras especialidades médicas,Total,51788.0
641,3.0,Sudeste,2008,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,11604.0
642,3.0,Sudeste,2008,Profissionais de Saúde,Pediatra,Total,12547.0
643,3.0,Sudeste,2008,Profissionais de Saúde,Psicólogo,Total,14453.0
644,3.0,Sudeste,2008,Profissionais de Saúde,Psiquiatra,Total,3422.0
645,3.0,Sudeste,2008,Profissionais de Saúde,Radiologista,Total,5024.0
646,3.0,Sudeste,2008,Profissionais de Saúde,Sanitarista,Total,364.0
647,3.0,Sudeste,2009,Profissionais de Saúde,Anestesista,Total,8562.0
648,3.0,Sudeste,2009,Profissionais de Saúde,Assistente Social,Total,9347.0
649,3.0,Sudeste,2009,Profissionais de Saúde,Bioquímico/farmacêutico,Total,10859.0
650,3.0,Sudeste,2009,Profissionais de Saúde,Cirurgião Geral,Total,13270.0
651,3.0,Sudeste,2009,Profissionais de Saúde,Clínico Geral,Total,40327.0
652,3.0,Sudeste,2009,Profissionais de Saúde,Enfermeiro,Total,55141.0
653,3.0,Sudeste,2009,Profissionais de Saúde,Fisioterapeuta,Total,20995.0
654,3.0,Sudeste,2009,Profissionais de Saúde,Fonoaudiólogo,Total,7349.0
655,3.0,Sudeste,2009,Profissionais de Saúde,Gineco Obstetra,Total,9567.0
656,3.0,Sudeste,2009,Profissionais de Saúde,Médico de Família,Total,5659.0
657,3.0,Sudeste,2009,Profissionais de Saúde,Nutricionista,Total,5987.0
658,3.0,Sudeste,2009,Profissionais de Saúde,Odontólogo,Total,45930.0
659,3.0,Sudeste,2009,Profissionais de Saúde,Outras especialidades médicas,Total,54299.0
660,3.0,Sudeste,2009,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,12693.0
661,3.0,Sudeste,2009,Profissionais de Saúde,Pediatra,Total,12792.0
662,3.0,Sudeste,2009,Profissionais de Saúde,Psicólogo,Total,16497.0
663,3.0,Sudeste,2009,Profissionais de Saúde,Psiquiatra,Total,3543.0
664,3.0,Sudeste,2009,Profissionais de Saúde,Radiologista,Total,5312.0
665,3.0,Sudeste,2009,Profissionais de Saúde,Sanitarista,Total,335.0
